id,url,status,chrome,error,redirections
82,https://checkpoint-06265278645268.com/,1,False,True,0
83,https://qrco.de/ecLXJOLa4V56PmLO9UnBFH6rrd9UDiYm?xzjcvphwntle/pub/cc,1,False,False,0
84,https://qrco.de/ecLXJOLa4V56PmLO9UnBFH6rrd9UDiYm?xzjcvphwntle/pub/cc?_ri_=X0Gzc2X%3DAQpglLjHJlYQGXHi3ygqqrREEgoSeza8UICjjze1whbSsXnwpzgE8gG5CszbXAjhO3FqKUWVXtpKX%3DUYRTAADY&amp;_ei_=EM6hiIRZ6IbTRQzpp7EgfWDv5wmb7wtZr_HKt4Y9565l73Y_PqZSaCEhvHs0mzNqB-gBgO3tuO3UzGxLd8-XUq76ZMc933xI6KE-OcN9i_7_vZ1nKFQzNpaL4RiL4mq9EVgUJPIQMWCvlw3G0w1CjXYcIG-BSVUdKxTJ-nET9bFyCwB2_dByO9r2C-jKzARF7AriZjx_pk4nCrXsqa5CQmpAUkWEc-dfHJ9wX73GWCpfF57_v_ES7Af2szUwfyD1crCX8fOSqjBUZSUnMozbxe4aYYiNhDFxL-2jMKdpABJE3vtt_geGts7n8Xf4EYbq7j3d_IMY4o8Q72577S1E3LPhYqvKvmKbTUvvnIMLzsO6OHpvMQd9_ppOuzIIivn9ZEfO3rb9O9j_duNb3MRYEYBN-0s24zFn151NBJlyD6Gq-MjdBvSKqeeKbw5Wfsj_VyMcrEbHNU3N-Fwk31llQYD9Y_KwimheCdKUAFPtoMQQev1yIcv8hHULCmqh0T1-CEH0F10XlSOydOFp_GyqRNIoG2OjudzyH2-uSleZsarzjYlowPA825PtI7w6EzQlva8d5pko8MVh5GhEP_jIa45zP_XmcMGT6AurPE-K2-xcw0R3fJdeI2HLvwr04_2EB8cEsQvXASU8ndzsHdI_YoX-pNX-DGKMx-6o7E8ijo1A4IQu6extYnY-yNU8Vt-z9xT3l2_ybVcDcwUj0ZQbN2JWPhpiuk8AtxJGzNnIrb4fD-PiJQXEveDyN7N9WsWB0Lg4So4GVp3wT2J2c8BxTsaHBlF99Acrgm9dCZjD_F51LbRK0LCxQjX-tsn4QuELhVAmkIDb_mIoHBFMG6pvRiLCwd_1KWrY31qzwPtEFzqzLUjtacn_BU8V3jK4bE2aqaNyrQaB0oaSFT5kgpAzuJ_iH7j8LpQz0TQLZ4tmiAQeKYiG_FGPh3KXElLE7DkhVTs0Oi8Q6tLs6smyQq4eF3hLlTnnZgSTePsTLxmDzrSw-KGeDyW2LkOZ4kbkxvCGN6seSt91qJ5eDDYhrv3-FjtktxugKzF7yfbej64mQyq1x75cGd6er7nAEMPG28MGLOx9idu5hHS8xpH3XiKhrSQQ3YC3jWQ8qY-EF-Q0TcdwfOj9V-oeOy0KZ-xAMn4XoAuVsYtm7dInk0l0GcUOHwbLnVpy8vKxcHhomXAYRvCzxOe9DPAf3WyCg16exynSJ7tVWJIJA2HKvQ30Pkd9jo8ww7nT6bHa-kCAU5sP0R60XwbaOD1Va5lezql219BRJKOoQC3Ce2b6YAtmFxpVQCXmavy8ISfNPYLP7iYDoR3ywadCKdxWiaVT52gr.&amp;_di_=auf9n3qge530sjoc9a8mlfu4dl79cq7siqsd7tr5omthg3894hpg,1,False,False,0
85,https://hub-meta-mask-logiin.gitbook.io/us,1,True,False,1
86,https://hub-meta-mask-logiin.gitbook.io,1,True,False,1
87,https://chrome--metaammask.gitbook.io/us,1,True,False,1
88,https://chrome--metaammask.gitbook.io,1,True,False,1
89,https://chrom-us-metamsk.gitbook.io/us,1,True,False,1
90,https://chrom-us-metamsk.gitbook.io,1,True,False,1
91,https://chhrommeextionmetamsk.gitbook.io/us,1,True,False,1
92,https://chhrommeextionmetamsk.gitbook.io,1,True,False,1
93,https://cconnectmwalletgf.gitbook.io/us,1,False,False,0
94,https://autth-metamask-hellp.gitbook.io/us,1,True,False,1
95,https://autth-metamask-hellp.gitbook.io,1,True,False,1
96,https://attverification-0ae756.webflow.io/,1,True,False,1
97,https://canectweallete.gitbook.io/us,1,False,False,0
98,https://canectweallete.gitbook.io,1,False,False,0
99,https://auths-mettamasklogine.gitbook.io/us,1,True,False,1
100,https://auths-mettamasklogine.gitbook.io,1,True,False,1
101,https://helpmtamskchrmlxtnsion.gitbook.io/us,1,True,False,1
102,https://helpmtamskchrmlxtnsion.gitbook.io,1,True,False,1
103,https://auths-meta-maskextension.gitbook.io,1,True,False,1
104,https://help-s-metamask--extens.gitbook.io/us,1,True,False,1
105,https://help-metamaiskcom.gitbook.io/us,1,True,False,1
106,https://help-metamaiskcom.gitbook.io,1,True,False,1
107,https://help-chrome-meettamask.gitbook.io/us,1,True,False,1
108,https://help-chrome-meettamask.gitbook.io,1,True,False,1
109,https://extension-metamisk.gitbook.io/untitled,1,True,False,1
110,https://extension-metamisk.gitbook.io,1,True,False,1
111,https://connecenwallet.gitbook.io/us,1,True,False,1
112,https://conecctwvallet.gitbook.io,1,False,False,0
113,https://chrome-h-elp-mettama-help.gitbook.io/us,1,True,False,1
114,https://chrome-h-elp-mettama-help.gitbook.io,1,True,False,1
115,https://homepage-metamaskchrom.gitbook.io/us,1,True,False,1
116,https://home--metask-s-upport.gitbook.io/us,1,True,False,1
117,https://home--metask-s-upport.gitbook.io,1,True,False,1
118,https://homepage-metamaskchrom.gitbook.io,1,True,False,1
119,https://homelearn-wllt-metamsk.gitbook.io,1,True,False,1
120,https://helps-metachrome-apps.gitbook.io/us,1,True,False,1
121,https://helps-mettmaskext.gitbook.io/us,1,True,False,1
122,https://helps-mettmaskext.gitbook.io,1,True,False,1
123,https://metamask-logan.gitbook.io/us,1,True,False,1
124,https://metamask-logan.gitbook.io,1,True,False,1
125,https://metamaskderchromefgextension.gitbook.io/us,1,True,False,1
126,https://metamaskderchromefgextension.gitbook.io,1,True,False,1
127,https://metamask-ext-wallt.gitbook.io/us,1,True,False,1
128,https://docs.google.com/presentation/d/e/2PACX-1vQzPPuL0mm6iStvg_nSzcSbUsH7Rwcfy-PHKMm_9qissg22fXUwX5hW12-7YVWsOelVmKZO33TKhP_c/pub?start=false&amp;loop=false&amp;delayms=3000,1,False,False,0
129,https://metamask-ext-wallt.gitbook.io,1,True,False,1
130,https://metamaskchruxten.gitbook.io/us,1,True,False,1
131,https://metamaskchruxten.gitbook.io,1,True,False,1
132,http://pancakeswap-aidropclaim40.vercel.app,1,False,False,0
133,https://pancakeswap-aidropclaim40.vercel.app/,1,False,False,0
134,https://docs.google.com/presentation/d/e/2PACX-1vR-DKm60PS6a2RC9l3YyuHnSFjHnQU9XtU9D8l7uVD0-sdUTmWbzyzBn0pUx9Ft84hHaunmStjfRMmf/pub?start=false&amp;loop=false&amp;delayms=3000,1,False,False,0
135,https://visionzn.com/ita/index.html#,1,True,False,1
136,https://docs.google.com/presentation/d/e/2PACX-1vRxXodIHYJtDH0SLTnRwDLRgbjjC2gBO_Pe1KYun8BBjtnn7ceXRCKLO16loEGbwaLqu0qZcAjMGJfH/pub?start=false&amp;loop=false&amp;delayms=3000,1,False,False,0
137,https://settingedghj.w3spaces.com/settingedge.html,1,True,False,1
138,https://veq.bof.mybluehost.me/corre/acl/pay.php,1,False,False,0
139,https://veq.bof.mybluehost.me/corre/acl/index.php,1,False,False,0
140,http://veq.bof.mybluehost.me/corre/,1,False,False,0
141,https://veq.bof.mybluehost.me/corre/,1,False,False,0
142,http://gantemalis-com.hidora.com/?699795,1,False,False,0
143,https://gantemalis-com.hidora.com/?375548,1,False,False,0
144,http://env3941647.hidora.com/diciona.php/nosot2ismo31o,1,False,False,0
145,https://gantemalis-com.hidora.com/?680464,1,False,False,0
146,https://env3941647.hidora.com/diciona.php/nosot2ismo31o,1,False,False,0
147,https://docs.google.com/presentation/d/e/2PACX-1vRQTHCiMLkVGu8ygAqFFznl9UFQ6rqW52i-aD2AHORrSL0eUyUMnOsyn1BLhqZWkpSIuGc0HNpvWv8j/pub?start=false&amp;loop=false&amp;delayms=3000,1,False,False,0
148,https://junioprospera.adquierecapitalseguro.top/,1,False,True,0
149,https://empresaslnterbark-logln-peru.alparnat.rest/,1,True,True,1
150,https://empresaslnterbark-logln-peru.alparnat.rest/home/,1,True,True,1
151,https://ebranchlfcu.org/de/s/a,1,False,True,0
152,https://docs.google.com/presentation/d/e/2PACX-1vRhU541LMdVnK-1JzOkuPwq-nWVhAM5HrEpGBY9_tWhNC-9FddmMGG8DdrP9mfa0VhrScK8foNPOSwF/pub?start=false&amp;loop=false&amp;delayms=3000,1,False,False,0
153,https://gerentegeral.akkarmotors.com.br/session/home.php?hash=1715854000667d857297f5e6.59088344,1,False,False,0
154,https://gantemalis-com.hidora.com/?865096,1,False,False,0
155,https://env3941647.hidora.com/diciona.php/index.html,1,False,False,0
156,http://env3941647.hidora.com/diciona.php/index.html,1,False,False,0
157,http://env3941647.hidora.com/diciona.php/aasntiao1tsoa,1,False,False,0
158,https://gantemalis-com.hidora.com/?56420,1,False,False,0
159,http://gantemalis-com.hidora.com/kente.php,1,False,False,0
160,http://gantemalis-com.hidora.com/,1,False,False,0
161,https://update-password-ionos-link-2024-verifications.jp-osa-1.linodeobjects.com/verification2024.html#redacted@abuse.ionos.com,1,False,False,0
162,https://docs.google.com/presentation/d/e/2PACX-1vSRNA-eaaxrY7PUHufqlm3Gv7NrVwDjPFsxLIoosefUL7rxuExh2piUR5fu1HBT9XAfqubcnA5pHp1V/pub?start=false&loop=false&delayms=3000&slide=id.p,1,False,False,0
163,https://docs.google.com/presentation/d/e/2PACX-1vSRNA-eaaxrY7PUHufqlm3Gv7NrVwDjPFsxLIoosefUL7rxuExh2piUR5fu1HBT9XAfqubcnA5pHp1V/pub?start=false&amp;loop=false&amp;delayms=3000&amp;slide=id.p,1,False,False,0
164,https://gantemalis-com.hidora.com/?735267,1,False,False,0
165,https://env3941647.hidora.com/diciona.php/aasntiao1tsoa,1,False,False,0
166,https://docs.google.com/presentation/d/e/2PACX-1vTHNNeeSInaHHSevqzyDVDLMGxt8lAYF5uJU1SvLTxTiefBOMVlJOZ3Yya5Mm_S_4kMLai2RG-evVRg/pub?start=false&amp;loop=false&amp;delayms=3000&amp;slide=id.p,1,False,False,0
167,"https://gardacentre.com/iMG1kgOoE8TRS3C/?id=sharon@sharonvalencia.com&amount=6,601.69",1,True,False,1
168,https://fantastic-victorious-lunch.glitch.me/,1,False,False,0
169,https://pages.whosix.com/,1,True,False,1
170,https://mufg-contact.com,1,False,True,0
171,https://mufg-reserved.com,1,True,True,1
172,https://mufg-answer.com,1,True,True,1
173,https://mufg-customer-help.com,1,True,True,1
174,error,1,False,True,0
175,http://stefaneichenf.gotdns.org/.kundenarea,1,False,True,0
176,https://sp-online1.net/,1,True,False,1
177,https://sparkassen-telefon.de/,1,True,True,1
178,https://s-aktivierung.de/,1,True,False,1
179,https://dp-akt.185-237-14-46.cprapid.com/a5b424d5c/cli-login/eportal/,1,False,True,0
180,http://s-aktivierung.de,1,True,False,2
181,https://anmeldung-kundenportal.ath.cx/access/banking/,1,False,True,0
182,http://marcuswandrei.gotdns.org/.kundenarea,1,False,True,0
183,http://bing71231159.sailpunemsisapeala122.blogdns.org/.urs,1,True,False,1
184,error,1,False,False,0
185,https://gggggs.cn/?_encoding=UTF8&amp;openid.assoc_handle=jpflex&amp;openid.claimed_id=&amp;action=sign-in&amp;path=home&amp;ref_=nav_Account&amp;signIn=1&amp;useRedirectOnSuccess=1#/,1,False,True,0
186,error,1,False,False,0
187,error,1,False,False,0
188,https://glhen.cn/?_encoding=UTF8&amp;openid.assoc_handle=jpflex&amp;openid.claimed_id=&amp;action=sign-in&amp;path=home&amp;ref_=nav_Account&amp;signIn=1&amp;useRedirectOnSuccess=1#/,1,False,True,0
189,https://ttogreen.com/s/aTzX,1,False,True,0
190,https://docs.google.com/presentation/d/e/2PACX-1vT4FlZMX_ozz22evvckgkriQHZK--243wj3RySPktS1bj7rjpbR-9xGinsuJV6zyF3gu9KG7BOT2xOO/pub?start=false&amp;loop=false&amp;delayms=3000,1,False,False,0
191,https://jgimportaciones.uy/id/,1,True,False,2
192,https://workers-playground-shrill-band-3364.oracleofriches.workers.dev,1,True,False,1
193,https://my.pcloud-sync.boo/login?cid=dgYXLYYThQyaO79kehTGKPU7V8YZf9cT2iF7SWnpHT9GNmfbp9bw4xTViTztMveme6yU7yGKGA2lf4RxWR83BUo7XwOq1bsHu8vpKMW3Gb13KYNwpyt6vmaR&config=LOGIN2,1,False,True,0
194,https://webde-100812-106515.weeblysite.com/,1,True,False,1
195,https://jjsevera.wixsite.com/my-site,1,True,False,1
196,https://fashoondarling.wixstudio.io/my-site,1,False,False,0
197,https://docs.google.com/presentation/d/e/2PACX-1vRdWxuviHpLOlqr70SHKzza_t-f5SN7a8UD8Vks4njJb8A7Z26E2Zh1I2Ap9RSyb4EehWh6I9mriHHh/pub?start=false&amp;loop=false&amp;delayms=3000,1,False,False,0
198,https://visi0nsecurity.click/verifyvcu,1,False,True,0
199,http://xk0vni.duckdns.org,1,False,True,0
200,https://adppayrollservices40.wixsite.com/my-site-1?fbclid=IwZXh0bgNhZW0CMTAAAR21wmP4DrAHrWjPvbyf8hoNoBjS3psnVg_MMCs5wA3I_h7xba-zekxixJc_aem_uyzbhYW2hiSiqltTUZ4-SQ,1,False,False,0
201,https://att-mail-survey-109444.weeblysite.com/,1,True,False,1
202,http://vrxiyhgs.duckdns.org,1,False,True,0
203,http://dcd05s89.duckdns.org,1,False,True,0
204,http://n6q7cgo.duckdns.org,1,False,True,0
205,http://gxjyaxsxx.duckdns.org,1,False,True,0
206,http://cda0dwjsk.duckdns.org,1,False,True,0
207,http://wuw7b67t8.duckdns.org,1,False,True,0
208,http://q88qra.duckdns.org,1,False,True,0
209,http://grp08gw.duckdns.org,1,False,True,0
210,http://ptdvo7me.duckdns.org,1,False,True,0
211,http://6l6aaiy0q.duckdns.org,1,False,True,0
212,http://zpj3460g.duckdns.org,1,False,True,0
213,http://cjgwhg.duckdns.org,1,False,False,0
214,http://l3tipy05.duckdns.org,1,False,True,0
215,http://htw6f76m.duckdns.org,1,False,True,0
216,http://uycughfn.duckdns.org,1,False,True,0
217,http://dc2c53lf3.duckdns.org,1,False,True,0
218,http://j43do2i4y.duckdns.org,1,False,True,0
219,http://i2hlbfr0.duckdns.org,1,False,True,0
220,http://6pccn0hto.duckdns.org,1,False,True,0
221,http://ro8bzq38e.duckdns.org,1,False,True,0
222,http://du3sxri6.duckdns.org,1,False,True,0
223,http://gga42r0q.duckdns.org,1,False,True,0
224,http://3zmz9oq.duckdns.org,1,False,True,0
225,http://zq3m34.duckdns.org,1,False,True,0
226,https://docs.google.com/presentation/d/e/2PACX-1vRlwPLjXzxqbTsJ-mJS6BBTyfPr-DMk_jSbHLhLgAoLB4CNYIdGdoC-TyHd68JYpt5dRDq6QsZsdHTj/pub?start=false&amp;loop=false&amp;delayms=3000,1,False,False,0
227,https://mufgrwkjz.pro,1,True,True,1
228,https://docs.google.com/presentation/d/e/2PACX-1vS3Dr4PbyGaUXs1OQJUuaQwirY6TLYaZZrYthAFWew9oQrlZps6VG53mYDPJbidBF-QqYlRicTD8HCv/pub?start=false&amp;loop=false&amp;delayms=3000&amp;slide=id.p,1,False,False,0
229,https://allegro-m.ru,1,False,True,0
230,https://bobmcllane73969.activehosted.com/f/1,1,True,False,1
231,https://lnpost.88023874.xyz/captcha,1,False,True,0
232,https://qrco.de/bfBk9P,1,False,False,0
233,https://docs.google.com/presentation/d/e/2PACX-1vSYb1w9jKsxFqZ1mIVN8412ZMtcZ5PhSTHZOdehnRKTUtjf-_hgCmYrjtrib9mqbrA219A1IbRIfp9B/pub?start=false&amp;loop=false&amp;delayms=3000&amp;slide=id.p,1,False,False,0
234,https://hm.ru/qMyRtr,1,False,True,0
235,https://parg.co/UnRY,1,True,True,1
236,https://carousell.banette.shop/login/379NI517TJ194J9182889/,1,True,False,1
237,http://c.94-156-71-25.cprapid.com/bnl/,1,False,True,0
238,http://c.94-156-71-25.cprapid.com/bnl,1,False,True,0
239,https://sites.google.com/view/bonnechancealex/home,1,False,False,0
240,https://sites.google.com/view/weiterweblogin/home,1,False,False,0
241,https://aeou.it21it.com,1,True,True,1
242,https://apps.nxzdgo.com,1,False,True,0
243,https://aeou.hacsev.com,1,True,True,1
244,http://novobanco-particular.com,1,True,True,1
245,https://allegrolokalnie.0x8v2-264193.pl/oferta/51f2f2b8-21e9-4791-a673-5d9f718890ae,1,False,True,0
246,http://newtest-8eu.pages.dev/,1,False,False,0
247,https://newtest-8eu.pages.dev/,1,False,False,0
248,https://ihpost.65215485.xyz/osk4euo0/aabMbr/7,1,False,True,0
249,https://lnpost.88023874.xyz/oetkcp4p/7uzT07/8,1,False,True,0
250,https://allegrollokalnie.70263664.xyz/osk4euo0/aabMbr/7,1,False,True,0
251,https://allegr0lokalnie.60263664.xyz/osk4euo0/aabMbr/7,1,False,True,0
252,https://0llx.20263664.xyz/osk4euo0/aabMbr/7,1,False,True,0
253,https://oolx.10263664.xyz/osk4euo0/aabMbr/7,1,False,True,0
254,https://ddpd.75215485.xyz/osk4euo0/aabMbr/7,1,False,True,0
255,http://pancakeswapnfte38.vercel.app,1,False,False,0
256,https://pancakeswapnfte38.vercel.app/,1,False,False,0
257,https://chnakaola.online/go.php,1,True,True,1
258,https://ddpd.55215485.xyz/osk4euo0/aabMbr/7,1,False,True,0
259,https://ddpd.35215485.xyz/osk4euo0/aabMbr/7,1,False,True,0
260,https://ddpd.25215485.xyz/osk4euo0/aabMbr/7,1,False,True,0
261,http://ctt-pt.fit/,1,False,False,0
262,https://ddpd.15215485.xyz/osk4euo0/aabMbr/7,1,False,True,0
263,https://ddpd.05215485.xyz/osk4euo0/aabMbr/7,1,False,True,0
264,https://acctounom.cn/0O4lM9/,1,True,True,1
265,https://gateway.lighthouse.storage/ipfs/bafkreiccpqgrnr5iumbactbf43msoywi5jsjxny43fghqolusisgtds7w4#amzn-noc-contact@amazon.com,1,False,False,0
266,https://sheshanshy.com,1,False,True,0
267,https://www.mgpzt.com/smywbc641yr1da9c88,1,False,True,0
268,https://kx0tmr.webwave.dev/,1,False,False,0
269,https://u45266322.ct.sendgrid.net/ls/click?upn=u001.M369cZbN3vYqemqOt9kaoGHXi52wng-2B3Rqgg5Ai62zY-2FxpvtzP-2F0udSIn4ltNtFQ2Od2hUHa8dr7E7zGwCWPGg-3D-3DyA-d_DOyR0JUEHZ27uLCiicaHAoRQWiiLmEzmVCMjq66U30KccSnB5-2B46JgQOITjJr8IwEq5EbkrpgvdzHwaPxwde3KJfUXVd22TnZ4sRsox2owWt-2FS8JEuLX0Swcer8J47KrgfCuE4KWdG2hHpemQwKozlc8F9w5w3e4N7iH78tNVIuvGzhwiPI0vlDjpJwuj3qqSX7E9O-2BBxdQEoFEG-2BmLEfmazTDSeg6vAmpUC3sg8O1lQCsrIrxS7Bo253OhGyRQdT-2F43mbH4nHIi8hZ9-2BJaIByFYyIU23TIEawfWKtYP35zq2XcEsmmrJBsgKOOaX4HteSfsTmJqKUjNiiBTrONqmYNPFNJv1dPcKm82MkPAUQfgpO6heQduDs4v2eW19nc1ldTa0SRxeHKMtyuna0sQUzHvHT3kRu-2Bjr61ImmpQR8vNZ-2F9QN9aK9bTBbV-2F86WM46wKd8nUgUSr8DHuaP-2FrVxfiGbqPI6nRKsGWEXtcl93exPBJ8rXYBU4USy64vVrlznRjQT-2BRHR47gJgXdxeFZST4RTM-2F-2B3J4swHNt4x0pnntLTils7I-2F6ecyp-2BwyhCRWjpiPGJqi3iNOcN41q0-2BkVWA-3D-3D,1,False,False,0
270,https://65f96febe7bb2ee5a5c067f1ee6f5537.liamartem.pl/HRG/ghinsz2/8919dba6f1d5296f2be01f0783a2c6f6/login/,1,False,False,0
271,https://pages-facebook-verify.go-midfer.com/review/,1,True,False,1
272,https://gmxxett.weebly.com/,1,True,False,1
273,https://rondoc-b7ce.lvauayt.workers.dev/,1,False,False,0
274,https://deutschepost-de.com/pages/,1,False,True,0
275,https://deutschepost-de.com/,1,False,True,0
276,https://caterwauling-small-door.glitch.me/fjffjkjkfr.html,1,False,False,0
277,http://nodesappfix-io.pages.dev/en/connect,1,True,False,1
278,https://nodesappfix-io.pages.dev/en/connect,1,True,False,1
279,https://succesredirection.page.link/WoQJ,1,False,False,0
280,https://pancakeswapclaim97.vercel.app/,1,False,False,0
281,http://pancakeswapclaim97.vercel.app,1,False,False,0
282,https://blnotaire.fr/c202618c8f5f475/finish.html,1,False,True,0
283,https://cq69521.tw1.ru/,1,True,False,2
284,https://dev-78924654252.pantheonsite.io/,1,True,False,1
285,https://allegrocoin.org/,1,False,True,0
286,https://allegro.rabattinfluencer.com,1,False,False,0
287,https://qh.kfnb9.sa.com,1,True,False,1
288,https://qh.kfnb9.sa.com/,1,True,False,1
289,https://tkeo.tftpd.net/,1,False,False,0
290,https://gmxs-supercool-site.webflow.io/,1,False,False,0
291,https://hayb3t.n0c.world/client/abeta/slip/ussrz.php,1,False,True,0
292,https://servicefacturationonline.weebly.com/,1,True,False,1
293,http://coin-node.civilconcession.com/fix/app/walletpage.html,1,True,True,1
